UserID,Username,CuisineType,DietType,IngredientList,Protein,Carbohydrates,Fats,Fiber,Sugars,Saturated Fats,Trans Fats,Omega-3,Omega-6,Cholesterol,Calcium,Iron,Magnesium,Potassium,Sodium,Zinc,Vitamin C,Vitamin D,Vitamin B12,Folate,RecipeName,Instructions,HealthInfo,PreparationTimeMinutes,ConditionTag,Flavor Profile,Estimated Cost (USD)
81,User60,Mexican,Vegan,"mint, garlic, Avocado (1 piece); Lentils (1 cup); Nuts (30g); Quinoa (1 cup); Olive Oil (2 tbsp); Fish (250g); Rice (1 cup); Butter (1 tbsp), onion",15.72,16.78,66,9.05,63.46,25,31.85,90.35,26.86,2.54,31.59,65.88,89.7,27.85,8.89,4.14,93.24,65.67,84.06,4.52,Beef Quinoa Power Bowl (Home Chef Special),"To make Beef Quinoa Power Bowl, mix Avocado, Lentils, Nuts, Quinoa, Olive Oil, Fish, Rice, Butter, cook for 30 mins.",Not suitable for Diabetes due to high sugar content. (ADA) Avoid in High Cholesterol due to saturated/trans fat. (AHA) Not recommended for Heart Disease due to fat profile. (AHA) Suitable for Anemia due to high iron content. (NIH) Supports Brain Health due to Omega-3. (NIH) Avoid in Weight Loss Diet due to fat content. Good for Skin and Hair Health due to healthy fats. Boosts Immunity due to high Vitamin C. (NIH),16,Heart Disease,Bland,2.2
2,User61,Chinese,Keto,"mint, soy sauce, olive oil, Avocado (1 piece); Quinoa (1 cup); Chicken (200g); Bread (2 slices); Fish (250g), carrot, lemon juice",34.44,34.25,50.57,9.81,94.57,17.61,24.48,45.46,64.54,23.45,31.77,22.46,43.35,80.3,33.91,54.08,99.87,98.92,50.68,41.38,Healthy Chicken Bowl (Home Chef Special),"To make Healthy Chicken Bowl, mix Avocado, Quinoa, Chicken, Bread, Fish, cook for 30 mins.",Not suitable for Diabetes due to high sugar content. (ADA) Avoid in High Cholesterol due to saturated/trans fat. (AHA) Not recommended for Heart Disease due to fat profile. (AHA) Suitable for Anemia due to high iron content. (NIH) Supports Brain Health due to Omega-3. (NIH) Good for Skin and Hair Health due to healthy fats. Boosts Immunity due to high Vitamin C. (NIH),18,Heart Disease,Savory,3.48
49,User62,Japanese,High-Protein,"chili flakes, salt, tomato, Nuts (30g); Chicken (200g); Rice (1 cup); Beef (200g); Avocado (1 piece); Cheese (50g)",95.54,13.86,87.1,36.87,16.67,31.23,62.91,92.58,42.66,19.67,75.41,44.11,14.31,25.23,76.42,76.08,35.49,68.3,9.68,14.11,Avocado Pasta (Home Chef Special),"To make Avocado Pasta, mix Nuts, Chicken, Rice, Beef, Avocado, Cheese, cook for 30 mins.",Beneficial for Constipation due to high fiber. (NIH) Avoid in High Cholesterol due to saturated/trans fat. (AHA) Not recommended for Heart Disease due to fat profile. (AHA) Suitable for Anemia due to high iron content. (NIH) Supports Muscle Building due to high protein. (NIH) Supports Brain Health due to Omega-3. (NIH) Avoid in Weight Loss Diet due to fat content. Good for Skin and Hair Health due to healthy fats.,17,Heart Disease,Spicy,2.53
85,User63,American,Low-Carb,"capsicum, soy sauce, ginger, Olive Oil (2 tbsp); Fish (250g); Avocado (1 piece); Rice (1 cup); Quinoa (1 cup); Pasta (1 cup); Beef (200g), yogurt",36.42,49.16,46.51,35.94,11.93,85.38,20.64,75.52,14.87,58.22,79.09,24.02,47.91,15.74,7.82,65.19,13.53,48.69,6.43,32.25,Beef Quinoa Power Bowl (Home Chef Special),"To make Beef Quinoa Power Bowl, mix Olive Oil, Fish, Avocado, Rice, Quinoa, Pasta, Beef, cook for 30 mins.",Beneficial for Constipation due to high fiber. (NIH) Avoid in High Cholesterol due to saturated/trans fat. (AHA) Not recommended for Heart Disease due to fat profile. (AHA) Suitable for Anemia due to high iron content. (NIH) Supports Brain Health due to Omega-3. (NIH) Good for Skin and Hair Health due to healthy fats.,12,Heart Disease,Savory,2.59
41,User64,French,Gluten-Free,"mint, soy sauce, ginger, green chili, salt, Beef (200g); Olive Oil (2 tbsp); Rice (1 cup); Avocado (1 piece); Cheese (50g)",27.12,83.08,17.14,76.28,21.5,69.09,13.24,82.67,13.14,85.68,41.26,27.72,10.48,91.08,7.58,87.09,63.06,76.39,33.41,53.71,Beef Quinoa Power Bowl (Express Edition),"To make Beef Quinoa Power Bowl, mix Beef, Olive Oil, Rice, Avocado, Cheese, cook for 30 mins.",Beneficial for Constipation due to high fiber. (NIH) Avoid in High Cholesterol due to saturated/trans fat. (AHA) Not recommended for Heart Disease due to fat profile. (AHA) Suitable for Anemia due to high iron content. (NIH) Avoid in Low Carb Diet due to high carb content. Supports Brain Health due to Omega-3. (NIH) Good for Skin and Hair Health due to healthy fats.,18,Heart Disease,Spicy,3
84,User65,Mexican,Paleo,"capsicum, tomato, green chili, Pasta (1 cup); Tofu (150g); Beef (200g); Quinoa (1 cup); Bread (2 slices), lemon juice",56.59,44.6,66.32,83.75,19.79,28.28,37.3,40.47,16.95,85.8,11.87,73.12,10.17,64.14,43.96,86.36,39.26,95.07,95.57,4.22,Beef Quinoa Power Bowl (Home Chef Special),"To make Beef Quinoa Power Bowl, mix Pasta, Tofu, Beef, Quinoa, Bread, cook for 30 mins.",Beneficial for Constipation due to high fiber. (NIH) Avoid in High Cholesterol due to saturated/trans fat. (AHA) Not recommended for Heart Disease due to fat profile. (AHA) Suitable for Anemia due to high iron content. (NIH) Supports Brain Health due to Omega-3. (NIH) Good for Bone Health due to high calcium. (WHO),17,Heart Disease,Spicy,2.92
51,User66,Indian,Balanced,"Avocado (1 piece); Butter (1 tbsp); Chicken (200g); Pasta (1 cup); Potatoes (2 pieces), ginger, black pepper, onion, cumin",14.03,67.39,65.87,63.2,35.61,64.88,46.95,66.64,91.25,66.9,75.1,72.98,92.33,57.52,4.73,99.7,29.26,46.17,95.29,54.75,Avocado Pasta (Home Chef Special),"To make Avocado Pasta, mix Avocado, Butter, Chicken, Pasta, Potatoes, cook for 30 mins.",Not suitable for Diabetes due to high sugar content. (ADA) Beneficial for Constipation due to high fiber. (NIH) Avoid in High Cholesterol due to saturated/trans fat. (AHA) Not recommended for Heart Disease due to fat profile. (AHA) Suitable for Anemia due to high iron content. (NIH) Avoid in Low Carb Diet due to high carb content. Supports Brain Health due to Omega-3. (NIH) Avoid in Weight Loss Diet due to fat content. Good for Skin and Hair Health due to healthy fats.,18,Heart Disease,Spicy,2.66
93,User67,Thai,Low-Carb,"capsicum, tomato, ginger, green chili, Pasta (1 cup); Olive Oil (2 tbsp); Rice (1 cup); Nuts (30g); Chicken (200g); Fish (250g); Cheese (50g), salt",63.98,64.99,73.83,80.85,74.91,34.59,67.46,8.26,91.09,99.67,22.64,62.16,70.23,86.87,62.67,81.17,96.69,27.1,7.11,62.26,Avocado Pasta,"To make Avocado Pasta, mix Pasta, Olive Oil, Rice, Nuts, Chicken, Fish, Cheese, cook for 30 mins.",Not suitable for Diabetes due to high sugar content. (ADA) Beneficial for Constipation due to high fiber. (NIH) Avoid in High Cholesterol due to saturated/trans fat. (AHA) Not recommended for Heart Disease due to fat profile. (AHA) Suitable for Anemia due to high iron content. (NIH) Supports Muscle Building due to high protein. (NIH) Avoid in Low Carb Diet due to high carb content. Supports Brain Health due to Omega-3. (NIH) Avoid in Weight Loss Diet due to fat content. Boosts Immunity due to high Vitamin C. (NIH),19,Heart Disease,Spicy,3.53
17,User68,Italian,Paleo,"carrot, Bread (2 slices); Olive Oil (2 tbsp); Beef (200g); Chicken (200g); Fish (250g), coriander, turmeric",61.74,25.93,82.45,15.48,92.84,62.93,84.77,26.98,67.15,45.69,59.92,0.79,79.33,59.69,30.57,62.52,44.6,75.5,24.59,9.6,Beef Quinoa Power Bowl,"To make Beef Quinoa Power Bowl, mix Bread, Olive Oil, Beef, Chicken, Fish, cook for 30 mins.",Not suitable for Diabetes due to high sugar content. (ADA) Avoid in High Cholesterol due to saturated/trans fat. (AHA) Not recommended for Heart Disease due to fat profile. (AHA) Supports Muscle Building due to high protein. (NIH) Supports Brain Health due to Omega-3. (NIH) Avoid in Weight Loss Diet due to fat content.,17,Heart Disease,Neutral,2.87
65,User69,Mexican,Paleo,"Cheese (50g); Lentils (1 cup); Avocado (1 piece); Quinoa (1 cup); Olive Oil (2 tbsp); Beef (200g); Nuts (30g), soy sauce, turmeric, green chili, onion, carrot",31.47,61.1,57.61,85.24,4.9,34.24,74.22,66.65,76.29,25.19,50.63,75.24,31.11,60.28,94.64,43.84,87.62,20.14,40.58,1.77,Spicy Lentil Curry,"To make Spicy Lentil Curry, mix Cheese, Lentils, Avocado, Quinoa, Olive Oil, Beef, Nuts, cook for 30 mins.",Beneficial for Constipation due to high fiber. (NIH) Avoid in High Cholesterol due to saturated/trans fat. (AHA) Not recommended for Heart Disease due to fat profile. (AHA) Suitable for Anemia due to high iron content. (NIH) Avoid in Low Carb Diet due to high carb content. Supports Brain Health due to Omega-3. (NIH) Good for Skin and Hair Health due to healthy fats. Boosts Immunity due to high Vitamin C. (NIH),19,Heart Disease,Spicy,3.26
66,User70,Japanese,High-Protein,"olive oil, Chicken (200g); Beef (200g); Butter (1 tbsp); Pasta (1 cup); Quinoa (1 cup); Bread (2 slices); Tofu (150g); Avocado (1 piece), onion, cumin, yogurt",89.86,18.73,73.66,85.01,18.03,88.03,69.78,99.83,25.49,97,9.27,14.63,20.37,47.34,54.67,71.58,37.96,37.4,47.96,7.07,Avocado Pasta (Home Chef Special),"To make Avocado Pasta, mix Chicken, Beef, Butter, Pasta, Quinoa, Bread, Tofu, Avocado, cook for 30 mins.",Beneficial for Constipation due to high fiber. (NIH) Avoid in High Cholesterol due to saturated/trans fat. (AHA) Not recommended for Heart Disease due to fat profile. (AHA) Supports Muscle Building due to high protein. (NIH) Supports Brain Health due to Omega-3. (NIH) Good for Bone Health due to high calcium. (WHO) Avoid in Weight Loss Diet due to fat content. Good for Skin and Hair Health due to healthy fats.,16,Heart Disease,Sour,2.55
23,User71,Japanese,Vegetarian,"Fish (250g); Avocado (1 piece); Tofu (150g); Quinoa (1 cup); Lentils (1 cup); Olive Oil (2 tbsp), coriander, turmeric, yogurt",22.42,30.1,80.02,57.89,37.87,9.76,35.68,44.87,47.73,72.85,5.03,77.13,41.03,79.49,16.83,65,18.1,6.26,2.87,31.96,Avocado Pasta,"To make Avocado Pasta, mix Fish, Avocado, Tofu, Quinoa, Lentils, Olive Oil, cook for 30 mins.",Not suitable for Diabetes due to high sugar content. (ADA) Beneficial for Constipation due to high fiber. (NIH) Avoid in High Cholesterol due to saturated/trans fat. (AHA) Suitable for Anemia due to high iron content. (NIH) Supports Brain Health due to Omega-3. (NIH) Good for Bone Health due to high calcium. (WHO) Avoid in Weight Loss Diet due to fat content. Good for Skin and Hair Health due to healthy fats.,15,Heart Disease,Sour,2.14
96,User72,American,Vegetarian,"turmeric, Butter (1 tbsp); Olive Oil (2 tbsp); Tofu (150g); Beef (200g); Fish (250g); Potatoes (2 pieces); Cheese (50g), onion, cumin, butter",49.87,78.04,11.47,33.8,34.87,47.45,15.67,63.53,68.54,11.89,67.55,11.15,72.72,23.85,73.2,96.25,28.66,45.74,47.08,32.29,Avocado Pasta (Home Chef Special),"To make Avocado Pasta, mix Butter, Olive Oil, Tofu, Beef, Fish, Potatoes, Cheese, cook for 30 mins.",Not suitable for Diabetes due to high sugar content. (ADA) Beneficial for Constipation due to high fiber. (NIH) Avoid in High Cholesterol due to saturated/trans fat. (AHA) Not recommended for Heart Disease due to fat profile. (AHA) Avoid in Low Carb Diet due to high carb content. Supports Brain Health due to Omega-3. (NIH) Good for Bone Health due to high calcium. (WHO) Avoid in Weight Loss Diet due to fat content.,17,Heart Disease,Neutral,2.74
14,User73,French,Gluten-Free,"garlic, tomato, Rice (1 cup); Bread (2 slices); Beef (200g); Nuts (30g); Fish (250g); Olive Oil (2 tbsp); Avocado (1 piece); Cheese (50g), onion, carrot",46.36,18.89,95.94,14.33,39.79,16.47,73.68,65.05,70.34,66.64,13.2,15.15,41.44,24.79,63.24,79.97,17.82,11.68,80.59,49.95,Beef Quinoa Power Bowl (Express Edition),"To make Beef Quinoa Power Bowl, mix Rice, Bread, Beef, Nuts, Fish, Olive Oil, Avocado, Cheese, cook for 30 mins.",Not suitable for Diabetes due to high sugar content. (ADA) Avoid in High Cholesterol due to saturated/trans fat. (AHA) Not recommended for Heart Disease due to fat profile. (AHA) Supports Brain Health due to Omega-3. (NIH) Avoid in Weight Loss Diet due to fat content. Good for Skin and Hair Health due to healthy fats.,16,Heart Disease,Bland,2.78
24,User74,Chinese,Paleo,"tomato, black pepper, onion, cumin, carrot, Quinoa (1 cup); Bread (2 slices); Chicken (200g); Butter (1 tbsp); Lentils (1 cup); Avocado (1 piece)",29.31,35.33,29.85,40.3,31.29,96.79,60.98,70.4,36.41,25.31,74.39,57.99,62.88,96.71,69.2,10,48.9,22.05,8.75,29.1,Beef Quinoa Power Bowl (Express Edition),"To make Beef Quinoa Power Bowl, mix Quinoa, Bread, Chicken, Butter, Lentils, Avocado, cook for 30 mins.",Not suitable for Diabetes due to high sugar content. (ADA) Beneficial for Constipation due to high fiber. (NIH) Avoid in High Cholesterol due to saturated/trans fat. (AHA) Not recommended for Heart Disease due to fat profile. (AHA) Suitable for Anemia due to high iron content. (NIH) Supports Brain Health due to Omega-3. (NIH) Avoid in Weight Loss Diet due to fat content. Good for Skin and Hair Health due to healthy fats.,19,Heart Disease,Spicy,3.57
52,User75,Thai,Vegetarian,"mint, turmeric, coriander, chili flakes, Cheese (50g); Tofu (150g); Beef (200g); Potatoes (2 pieces); Chicken (200g); Lentils (1 cup), butter",85.18,47.64,63.22,27.62,82.56,48.06,52.51,64.35,14.24,19.45,70.6,74.65,25.52,62.43,20.5,19.34,79.45,7.7,90.85,63.96,Healthy Chicken Bowl (Express Edition),"To make Healthy Chicken Bowl, mix Cheese, Tofu, Beef, Potatoes, Chicken, Lentils, cook for 30 mins.",Not suitable for Diabetes due to high sugar content. (ADA) Beneficial for Constipation due to high fiber. (NIH) Avoid in High Cholesterol due to saturated/trans fat. (AHA) Not recommended for Heart Disease due to fat profile. (AHA) Suitable for Anemia due to high iron content. (NIH) Supports Muscle Building due to high protein. (NIH) Avoid in Low Carb Diet due to high carb content. Supports Brain Health due to Omega-3. (NIH) Good for Bone Health due to high calcium. (WHO) Boosts Immunity due to high Vitamin C. (NIH),21,Heart Disease,Spicy,3.58
48,User76,French,Vegetarian,"garlic, Nuts (30g); Fish (250g); Chicken (200g); Pasta (1 cup); Lentils (1 cup); Quinoa (1 cup); Bread (2 slices), black pepper, salt, onion, lemon juice",79.72,81.83,15.12,56.5,41.9,67.14,15.89,11.98,49.6,90.86,84.14,30.82,31.33,32.98,5.99,11.09,93.02,78.03,90.86,3.22,Avocado Pasta (Express Edition),"To make Avocado Pasta, mix Nuts, Fish, Chicken, Pasta, Lentils, Quinoa, Bread, cook for 30 mins.",Not suitable for Diabetes due to high sugar content. (ADA) Beneficial for Constipation due to high fiber. (NIH) Avoid in High Cholesterol due to saturated/trans fat. (AHA) Not recommended for Heart Disease due to fat profile. (AHA) Suitable for Anemia due to high iron content. (NIH) Supports Muscle Building due to high protein. (NIH) Avoid in Low Carb Diet due to high carb content. Supports Brain Health due to Omega-3. (NIH) Boosts Immunity due to high Vitamin C. (NIH),12,Heart Disease,Spicy,3.23
63,User77,Chinese,Balanced,"capsicum, Cheese (50g); Potatoes (2 pieces); Lentils (1 cup); Rice (1 cup); Quinoa (1 cup); Beef (200g); Nuts (30g), olive oil, coriander, chili flakes, cumin",47.34,36.54,12.17,93.3,80.11,96.07,62.68,87.05,65.19,87.65,38.52,54.7,59.57,63.83,3.92,77.35,87.4,0.74,82.6,92.71,Beef Quinoa Power Bowl,"To make Beef Quinoa Power Bowl, mix Cheese, Potatoes, Lentils, Rice, Quinoa, Beef, Nuts, cook for 30 mins.",Not suitable for Diabetes due to high sugar content. (ADA) Beneficial for Constipation due to high fiber. (NIH) Avoid in High Cholesterol due to saturated/trans fat. (AHA) Not recommended for Heart Disease due to fat profile. (AHA) Suitable for Anemia due to high iron content. (NIH) Avoid in Low Carb Diet due to high carb content. Supports Brain Health due to Omega-3. (NIH) Boosts Immunity due to high Vitamin C. (NIH),21,Heart Disease,Spicy,3.89
73,User78,Japanese,Keto,"capsicum, mint, soy sauce, tomato, Olive Oil (2 tbsp); Tofu (150g); Rice (1 cup); Butter (1 tbsp); Potatoes (2 pieces); Cheese (50g); Chicken (200g)",14.51,42.6,56.92,49.98,37.62,94.2,78.88,16.39,74.42,75.55,47.37,42.05,40.6,44.5,90.94,26.34,31.91,7.97,6.04,4.92,Avocado Pasta (Home Chef Special),"To make Avocado Pasta, mix Olive Oil, Tofu, Rice, Butter, Potatoes, Cheese, Chicken, cook for 30 mins.",Not suitable for Diabetes due to high sugar content. (ADA) Beneficial for Constipation due to high fiber. (NIH) Avoid in High Cholesterol due to saturated/trans fat. (AHA) Not recommended for Heart Disease due to fat profile. (AHA) Suitable for Anemia due to high iron content. (NIH) Avoid in Low Carb Diet due to high carb content. Supports Brain Health due to Omega-3. (NIH) Good for Bone Health due to high calcium. (WHO) Avoid in Weight Loss Diet due to fat content.,18,Heart Disease,Savory,2.59
33,User79,Thai,Paleo,"mint, coriander, chili flakes, onion, lemon juice, Rice (1 cup); Pasta (1 cup); Tofu (150g); Chicken (200g); Beef (200g); Nuts (30g)",93.03,32.94,62.47,65.3,69.23,23.92,32.76,19.15,51.49,98.88,61.54,68.93,33.9,71.38,83.13,90.58,43.95,91.75,54.89,18.17,Beef Quinoa Power Bowl,"To make Beef Quinoa Power Bowl, mix Rice, Pasta, Tofu, Chicken, Beef, Nuts, cook for 30 mins.",Not suitable for Diabetes due to high sugar content. (ADA) Beneficial for Constipation due to high fiber. (NIH) Avoid in High Cholesterol due to saturated/trans fat. (AHA) Not recommended for Heart Disease due to fat profile. (AHA) Suitable for Anemia due to high iron content. (NIH) Supports Muscle Building due to high protein. (NIH) Supports Brain Health due to Omega-3. (NIH) Good for Bone Health due to high calcium. (WHO),14,Heart Disease,Spicy,3.79
43,User80,Japanese,Keto,"capsicum, Bread (2 slices); Lentils (1 cup); Fish (250g); Quinoa (1 cup); Tofu (150g); Nuts (30g); Pasta (1 cup); Avocado (1 piece), ginger, chili flakes, onion, carrot",44.98,87.84,81.48,25.44,45.71,25.4,74.17,25.19,20.42,62.73,79.73,52.31,11.67,86.49,85.29,58.8,33.57,8.05,47.22,79.23,Healthy Chicken Bowl (Express Edition),"To make Healthy Chicken Bowl, mix Bread, Lentils, Fish, Quinoa, Tofu, Nuts, Pasta, Avocado, cook for 30 mins.",Not suitable for Diabetes due to high sugar content. (ADA) Beneficial for Constipation due to high fiber. (NIH) Avoid in High Cholesterol due to saturated/trans fat. (AHA) Not recommended for Heart Disease due to fat profile. (AHA) Suitable for Anemia due to high iron content. (NIH) Avoid in Low Carb Diet due to high carb content. Supports Brain Health due to Omega-3. (NIH) Good for Bone Health due to high calcium. (WHO) Avoid in Weight Loss Diet due to fat content. Good for Skin and Hair Health due to healthy fats.,12,Heart Disease,Spicy,3.36
4,User81,Indian,Balanced,"Cheese (50g); Lentils (1 cup); Potatoes (2 pieces); Bread (2 slices); Tofu (150g); Nuts (30g); Avocado (1 piece); Rice (1 cup), soy sauce, tomato, green chili, butter",66.05,38.46,35.27,5.01,99.43,9.68,96.21,84.45,70.26,89.9,71.73,8.47,88.23,79.44,90.73,65.25,15.19,41.4,16.87,67.15,Vegan Delight,"To make Vegan Delight, mix Cheese, Lentils, Potatoes, Bread, Tofu, Nuts, Avocado, Rice, cook for 30 mins.",Not suitable for Diabetes due to high sugar content. (ADA) Avoid in High Cholesterol due to saturated/trans fat. (AHA) Not recommended for Heart Disease due to fat profile. (AHA) Suitable for Anemia due to high iron content. (NIH) Supports Muscle Building due to high protein. (NIH) Avoid in Low Carb Diet due to high carb content. Supports Brain Health due to Omega-3. (NIH) Good for Bone Health due to high calcium. (WHO) Good for Skin and Hair Health due to healthy fats.,12,Heart Disease,Spicy,2.54
20,User82,Thai,Gluten-Free,"tomato, Bread (2 slices); Beef (200g); Quinoa (1 cup); Pasta (1 cup); Chicken (200g); Lentils (1 cup); Olive Oil (2 tbsp), ginger, black pepper, green chili, salt",65.42,34.02,2.81,78.82,35.77,65.84,91.37,35.86,69.39,59.01,21.89,51.25,11.01,64.11,3.59,78.98,22.83,52.78,34.77,84.45,Spicy Lentil Curry (Home Chef Special),"To make Spicy Lentil Curry, mix Bread, Beef, Quinoa, Pasta, Chicken, Lentils, Olive Oil, cook for 30 mins.",Not suitable for Diabetes due to high sugar content. (ADA) Beneficial for Constipation due to high fiber. (NIH) Avoid in High Cholesterol due to saturated/trans fat. (AHA) Not recommended for Heart Disease due to fat profile. (AHA) Suitable for Anemia due to high iron content. (NIH) Supports Muscle Building due to high protein. (NIH) Supports Brain Health due to Omega-3. (NIH),19,Heart Disease,Spicy,3.46
21,User83,Indian,Vegetarian,"capsicum, turmeric, green chili, chili flakes, salt, Beef (200g); Tofu (150g); Chicken (200g); Butter (1 tbsp); Potatoes (2 pieces); Nuts (30g); Lentils (1 cup)",5.7,94.95,69.48,97.68,78.25,35.06,83.9,34.88,65.58,85.81,65.54,34.65,18.94,85,86.21,11.08,21.6,65.33,37.36,78.96,Beef Quinoa Power Bowl (Express Edition),"To make Beef Quinoa Power Bowl, mix Beef, Tofu, Chicken, Butter, Potatoes, Nuts, Lentils, cook for 30 mins.",Not suitable for Diabetes due to high sugar content. (ADA) Beneficial for Constipation due to high fiber. (NIH) Avoid in High Cholesterol due to saturated/trans fat. (AHA) Not recommended for Heart Disease due to fat profile. (AHA) Suitable for Anemia due to high iron content. (NIH) Avoid in Low Carb Diet due to high carb content. Supports Brain Health due to Omega-3. (NIH) Good for Bone Health due to high calcium. (WHO) Avoid in Weight Loss Diet due to fat content.,18,Heart Disease,Spicy,3.05
28,User84,Italian,Vegan,"garlic, coriander, Tofu (150g); Rice (1 cup); Cheese (50g); Butter (1 tbsp); Beef (200g); Nuts (30g); Chicken (200g); Avocado (1 piece), onion, yogurt",30.43,25.68,67.66,59.12,7.07,85.81,74.97,71.07,97.28,31.84,24.61,51.09,8.83,95.1,32.58,49.06,93.69,85.44,1.64,91.87,Spicy Lentil Curry (Express Edition),"To make Spicy Lentil Curry, mix Tofu, Rice, Cheese, Butter, Beef, Nuts, Chicken, Avocado, cook for 30 mins.",Beneficial for Constipation due to high fiber. (NIH) Avoid in High Cholesterol due to saturated/trans fat. (AHA) Not recommended for Heart Disease due to fat profile. (AHA) Suitable for Anemia due to high iron content. (NIH) Supports Brain Health due to Omega-3. (NIH) Good for Bone Health due to high calcium. (WHO) Avoid in Weight Loss Diet due to fat content. Good for Skin and Hair Health due to healthy fats. Boosts Immunity due to high Vitamin C. (NIH),13,Heart Disease,Bland,2.88
89,User85,French,Vegetarian,"capsicum, turmeric, green chili, Lentils (1 cup); Rice (1 cup); Avocado (1 piece); Beef (200g); Fish (250g); Quinoa (1 cup), yogurt",32.45,47.89,48.11,4.8,36.54,83.1,55.56,83.92,1.48,21.58,24.03,17.99,61.23,72.73,78.85,34.71,87.75,6.31,18.94,49.96,Spicy Lentil Curry (Home Chef Special),"To make Spicy Lentil Curry, mix Lentils, Rice, Avocado, Beef, Fish, Quinoa, cook for 30 mins.",Not suitable for Diabetes due to high sugar content. (ADA) Avoid in High Cholesterol due to saturated/trans fat. (AHA) Not recommended for Heart Disease due to fat profile. (AHA) Suitable for Anemia due to high iron content. (NIH) Supports Brain Health due to Omega-3. (NIH) Good for Skin and Hair Health due to healthy fats. Boosts Immunity due to high Vitamin C. (NIH),17,Heart Disease,Spicy,3.34
92,User86,Japanese,Vegetarian,"mint, coriander, green chili, chili flakes, Rice (1 cup); Beef (200g); Olive Oil (2 tbsp); Lentils (1 cup); Nuts (30g); Butter (1 tbsp), carrot",94.92,50.14,81.42,90.98,20.85,43.15,7.55,17.54,15.63,64.35,43.26,11.31,96.87,71.58,46.84,40.83,42.83,52.55,11.13,26.6,Spicy Lentil Curry (Home Chef Special),"To make Spicy Lentil Curry, mix Rice, Beef, Olive Oil, Lentils, Nuts, Butter, cook for 30 mins.",Beneficial for Constipation due to high fiber. (NIH) Avoid in High Cholesterol due to saturated/trans fat. (AHA) Not recommended for Heart Disease due to fat profile. (AHA) Suitable for Anemia due to high iron content. (NIH) Supports Muscle Building due to high protein. (NIH) Avoid in Low Carb Diet due to high carb content. Supports Brain Health due to Omega-3. (NIH) Avoid in Weight Loss Diet due to fat content.,13,Heart Disease,Spicy,3.45
70,User87,Italian,Keto,"Beef (200g); Lentils (1 cup); Potatoes (2 pieces); Rice (1 cup); Tofu (150g); Pasta (1 cup); Avocado (1 piece); Olive Oil (2 tbsp), capsicum, mint, yogurt",40.67,40.45,34.33,77.97,29.21,62.85,96.01,0.89,72.78,3.05,11.82,48.56,29.02,3.05,96.81,68.24,12.06,57.76,52.4,34.76,Healthy Chicken Bowl (Home Chef Special),"To make Healthy Chicken Bowl, mix Beef, Lentils, Potatoes, Rice, Tofu, Pasta, Avocado, Olive Oil, cook for 30 mins.",Not suitable for Diabetes due to high sugar content. (ADA) Beneficial for Constipation due to high fiber. (NIH) Avoid in High Cholesterol due to saturated/trans fat. (AHA) Not recommended for Heart Disease due to fat profile. (AHA) Suitable for Anemia due to high iron content. (NIH) Avoid in Low Carb Diet due to high carb content. Good for Bone Health due to high calcium. (WHO) Good for Skin and Hair Health due to healthy fats.,13,Heart Disease,Bland,2.27
75,User88,Chinese,Paleo,"olive oil, tomato, cumin, carrot, Butter (1 tbsp); Fish (250g); Pasta (1 cup); Quinoa (1 cup); Chicken (200g); Bread (2 slices); Avocado (1 piece); Rice (1 cup)",21.36,50.57,33.94,66.07,91.38,3.89,70.59,24.69,80.84,94.13,16.34,33.27,13.95,2.56,6.33,5.79,13.49,44.38,63.27,10.4,Healthy Chicken Bowl,"To make Healthy Chicken Bowl, mix Butter, Fish, Pasta, Quinoa, Chicken, Bread, Avocado, Rice, cook for 30 mins.",Not suitable for Diabetes due to high sugar content. (ADA) Beneficial for Constipation due to high fiber. (NIH) Avoid in High Cholesterol due to saturated/trans fat. (AHA) Suitable for Anemia due to high iron content. (NIH) Avoid in Low Carb Diet due to high carb content. Supports Brain Health due to Omega-3. (NIH) Avoid in Weight Loss Diet due to fat content. Good for Skin and Hair Health due to healthy fats.,20,Heart Disease,Bland,2.95
61,User89,Chinese,Low-Carb,"olive oil, turmeric, Nuts (30g); Bread (2 slices); Lentils (1 cup); Avocado (1 piece); Potatoes (2 pieces); Pasta (1 cup); Chicken (200g), cumin, lemon juice, butter",49.08,31.38,86.41,91.98,56.91,75.75,88.84,35.01,20.01,26.44,40.97,50.28,17.94,90.96,41.15,30.68,65.27,49.52,57.87,87.01,Healthy Chicken Bowl (Express Edition),"To make Healthy Chicken Bowl, mix Nuts, Bread, Lentils, Avocado, Potatoes, Pasta, Chicken, cook for 30 mins.",Not suitable for Diabetes due to high sugar content. (ADA) Beneficial for Constipation due to high fiber. (NIH) Avoid in High Cholesterol due to saturated/trans fat. (AHA) Not recommended for Heart Disease due to fat profile. (AHA) Suitable for Anemia due to high iron content. (NIH) Avoid in Low Carb Diet due to high carb content. Supports Brain Health due to Omega-3. (NIH) Avoid in Weight Loss Diet due to fat content. Good for Skin and Hair Health due to healthy fats.,18,Heart Disease,Tangy,3.12
